0 0
1 4
2 1
3 6
4 10
5 22
6 30
7 52
8 87
9 137
10 235
11 449
12 871
13 1402
14 1827
15 1403
16 942
17 690
18 634
19 662
20 637
21 542
22 541
23 491
24 539
25 575
26 592
27 673
28 762
29 689
30 660
31 698
32 711
33 739
34 760
35 836
36 1016
37 1109
38 1123
39 1203
40 1365
41 1399
42 1208
43 1296
44 1296
45 1151
46 1096
47 1150
48 1058
49 800
50 565
51 456
52 404
53 371
54 426
55 436
56 413
57 324
58 142
59 105
60 70
61 40
62 23
63 46
