0 2917 3141 2979
1 623 913 885
2 0 1139 0
3 647 1211 1111
4 739 0 0
5 0 1457 1310
6 824 1610 0
7 994 1702 1609
8 0 0 0
9 1037 1871 1857
10 1184 2002 0
11 0 2062 2195
12 1314 2075 0
13 1370 0 2379
14 0 2037 2499
15 1412 2078 0
16 1547 2106 2769
17 0 0 0
18 1488 1958 2768
19 1546 1863 0
20 0 1870 2945
21 1695 0 0
22 1661 1710 2864
23 0 1658 0
24 1596 1449 2906
25 1601 1420 0
26 0 0 2818
27 1586 1350 2753
28 1576 1231 0
29 0 1159 2615
30 1607 0 0
31 1508 1068 2747
32 0 1023 0
33 1512 1018 2649
34 1358 1011 0
35 0 0 2832
36 1341 955 0
37 1225 953 2736
38 0 1016 0
39 1211 0 2986
40 1115 957 3077
41 0 981 0
42 973 998 3154
43 0 0 0
44 876 987 3173
45 932 1040 0
46 0 925 3185
47 876 995 0
48 786 0 3162
49 0 1052 0
50 751 990 3008
51 744 994 0
52 0 0 2971
53 691 973 2846
54 704 1053 0
55 0 1035 2789
56 663 1165 0
57 654 0 2824
58 0 1147 0
59 588 1230 2752
60 598 1343 0
61 0 0 2933
62 579 1389 0
63 574 1594 2798
64 0 1664 0
65 578 0 2848
66 583 1816 0
67 0 1852 2855
68 580 1991 2853
69 617 1978 0
70 0 0 3030
71 590 1969 0
72 577 1901 3086
73 0 1795 0
74 621 0 3132
75 663 1869 0
76 0 1701 3129
77 676 1567 0
78 683 1558 3223
79 0 0 0
80 599 1543 3068
81 682 1518 3076
82 0 1476 0
83 688 0 2901
84 0 1436 0
85 665 1428 2849
86 644 1374 0
87 0 0 2813
88 726 1429 0
89 711 1395 2654
90 0 1498 0
91 726 1490 2699
92 694 0 0
93 0 1509 2585
94 692 1452 2458
95 712 1460 0
96 0 0 2625
97 761 1536 0
98 798 1657 2565
99 0 1779 0
100 746 1946 2661
101 722 0 0
102 0 1871 2687
103 777 2115 0
104 795 1999 2705
105 0 0 0
106 779 2040 2684
107 778 2144 2661
108 0 2173 0
109 816 0 2669
110 821 1995 0
111 0 2060 2719
112 812 1928 0
113 871 1843 2600
114 0 0 0
115 867 1795 2541
116 885 1760 0
117 0 1692 2492
118 881 0 0
119 879 1624 2583
120 0 1581 2833
121 881 1514 0
122 959 1495 2961
123 0 0 0
124 907 1555 3197
125 927 1651 0
126 0 1594 3198
127 902 0 0
128 0 1599 3317
129 943 1718 0
130 1012 1731 3323
131 0 0 0
132 978 1664 3258
133 1072 1656 0
134 0 1678 3035
135 1147 1615 2740
136 1181 0 0
137 0 1567 2565
138 1350 1577 0
139 1405 1693 2378
140 0 0 0
141 1526 1644 1917
142 1654 1648 0
143 0 1686 1677
144 1653 1895 0
145 1702 0 1488
146 0 2039 0
147 1891 2288 1271
148 1790 2441 1094
149 0 0 0
150 1768 2320 995
151 1686 2132 0
152 0 2057 951
153 1510 0 0
154 1475 2004 842
155 0 2070 0
156 1539 2100 902
157 1438 2140 0
158 0 0 890
159 1501 2062 0
160 1433 1988 848
161 0 1902 851
162 1599 0 0
163 1498 1740 825
164 0 1524 0
165 1590 1477 832
166 1645 1389 0
167 0 0 825
168 1763 1257 0
169 0 1187 855
170 1812 1127 0
171 1875 0 831
172 0 1090 0
173 1809 1057 815
174 1935 1011 838
175 0 0 0
176 1930 994 833
177 1923 1010 0
178 0 981 836
179 1929 881 0
180 1914 0 880
181 0 889 0
182 2066 881 942
183 2101 817 0
184 0 0 890
185 2309 894 0
186 2511 879 918
187 0 798 927
188 2729 823 0
189 2922 0 1022
190 0 721 0
191 3180 686 964
192 3325 611 0
193 0 0 954
194 3298 566 0
195 3330 565 990
196 0 506 0
197 3264 0 941
198 3151 486 0
199 0 469 930
200 2999 522 0
201 2840 480 912
202 0 0 1003
203 2686 467 0
204 2649 476 864
205 0 502 0
206 2528 0 868
207 2528 459 0
208 0 474 851
209 2708 533 0
210 2983 557 831
211 0 0 0
212 3286 606 835
213 0 582 0
214 3551 619 824
215 3680 0 766
216 0 611 0
217 3950 680 793
218 3957 659 0
219 0 0 716
220 3925 717 0
221 3637 756 665
222 0 770 0
223 3336 783 682
224 2993 0 0
225 0 739 613
226 2674 724 0
227 2621 700 624
228 0 0 572
229 2272 717 0
230 2233 693 551
231 0 720 0
232 2092 775 563
233 2165 0 0
234 0 672 567
235 2198 686 0
236 2265 697 599
237 0 0 0
238 2403 797 643
239 2413 820 0
240 0 813 616
241 2220 0 601
242 2005 831 0
243 0 892 581
244 1766 862 0
245 1499 802 592
246 0 0 0
247 1291 818 533
248 1025 766 0
249 0 699 523
250 852 0 0
251 797 672 458
252 0 607 0
253 628 480 401
254 0 0 0
255 2933 2699 2783
