0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 0
10 0 0 0
11 0 0 0
12 0 0 0
13 0 3141 0
14 0 913 0
15 0 1139 0
16 0 1211 0
17 0 1457 0
18 0 1610 0
19 0 1702 0
20 0 1871 0
21 0 2002 0
22 0 2062 0
23 0 2075 0
24 0 2037 0
25 0 2078 0
26 0 2106 0
27 0 1958 0
28 0 1863 0
29 0 1870 0
30 0 1710 0
31 0 1658 0
32 0 1449 0
33 0 1420 0
34 0 1350 0
35 0 1231 0
36 0 1159 0
37 0 1068 0
38 0 1023 0
39 0 1018 0
40 0 1011 0
41 0 955 0
42 0 953 0
43 0 1016 0
44 0 957 0
45 0 981 0
46 0 998 0
47 0 987 0
48 0 1040 0
49 0 925 0
50 0 995 0
51 0 1052 0
52 0 990 0
53 0 994 0
54 0 973 2979
55 0 1053 885
56 0 1035 1111
57 0 1165 1310
58 0 1147 1609
59 0 1230 1857
60 0 1343 2195
61 0 1389 2379
62 0 1594 2499
63 0 1664 2769
64 0 1816 2768
65 0 1852 2945
66 0 1991 2864
67 0 1978 2906
68 0 1969 2818
69 0 1901 2753
70 0 1795 2615
71 0 1869 2747
72 0 1701 2649
73 0 1567 2832
74 0 1558 2736
75 0 1543 2986
76 0 1518 3077
77 0 1476 3154
78 0 1436 3173
79 2917 1428 3185
80 623 1374 3162
81 647 1429 3008
82 739 1395 2971
83 824 1498 2846
84 994 1490 2789
85 1037 1509 2824
86 1184 1452 2752
87 1314 1460 2933
88 1370 1536 2798
89 1412 1657 2848
90 1547 1779 2855
91 1488 1946 2853
92 1546 1871 3030
93 1695 2115 3086
94 1661 1999 3132
95 1596 2040 3129
96 1601 2144 3223
97 1586 2173 3068
98 1576 1995 3076
99 1607 2060 2901
100 1508 1928 2849
101 1512 1843 2813
102 1358 1795 2654
103 1341 1760 2699
104 1225 1692 2585
105 1211 1624 2458
106 1115 1581 2625
107 973 1514 2565
108 876 1495 2661
109 932 1555 2687
110 876 1651 2705
111 786 1594 2684
112 751 1599 2661
113 744 1718 2669
114 691 1731 2719
115 704 1664 2600
116 663 1656 2541
117 654 1678 2492
118 588 1615 2583
119 598 1567 2833
120 579 1577 2961
121 574 1693 3197
122 578 1644 3198
123 583 1648 3317
124 580 1686 3323
125 617 1895 3258
126 590 2039 3035
127 577 2288 2740
128 621 2441 2565
129 663 2320 2378
130 676 2132 1917
131 683 2057 1677
132 599 2004 1488
133 682 2070 1271
134 688 2100 1094
135 665 2140 995
136 644 2062 951
137 726 1988 842
138 711 1902 902
139 726 1740 890
140 694 1524 848
141 692 1477 851
142 712 1389 825
143 761 1257 832
144 798 1187 825
145 746 1127 855
146 722 1090 831
147 777 1057 815
148 795 1011 838
149 779 994 833
150 778 1010 836
151 816 981 880
152 821 881 942
153 812 889 890
154 871 881 918
155 867 817 927
156 885 894 1022
157 881 879 964
158 879 798 954
159 881 823 990
160 959 721 941
161 907 686 930
162 927 611 912
163 902 566 1003
164 943 565 864
165 1012 506 868
166 978 486 851
167 1072 469 831
168 1147 522 835
169 1181 480 824
170 1350 467 766
171 1405 476 793
172 1526 502 716
173 1654 459 665
174 1653 474 682
175 1702 533 613
176 1891 557 624
177 1790 606 572
178 1768 582 551
179 1686 619 563
180 1510 611 567
181 1475 680 599
182 1539 659 643
183 1438 717 616
184 1501 756 601
185 1433 770 581
186 1599 783 592
187 1498 739 533
188 1590 724 523
189 1645 700 458
190 1763 717 401
191 1812 693 2783
192 1875 720 0
193 1809 775 0
194 1935 672 0
195 1930 686 0
196 1923 697 0
197 1929 797 0
198 1914 820 0
199 2066 813 0
200 2101 831 0
201 2309 892 0
202 2511 862 0
203 2729 802 0
204 2922 818 0
205 3180 766 0
206 3325 699 0
207 3298 672 0
208 3330 607 0
209 3264 480 0
210 3151 2699 0
211 2999 0 0
212 2840 0 0
213 2686 0 0
214 2649 0 0
215 2528 0 0
216 2528 0 0
217 2708 0 0
218 2983 0 0
219 3286 0 0
220 3551 0 0
221 3680 0 0
222 3950 0 0
223 3957 0 0
224 3925 0 0
225 3637 0 0
226 3336 0 0
227 2993 0 0
228 2674 0 0
229 2621 0 0
230 2272 0 0
231 2233 0 0
232 2092 0 0
233 2165 0 0
234 2198 0 0
235 2265 0 0
236 2403 0 0
237 2413 0 0
238 2220 0 0
239 2005 0 0
240 1766 0 0
241 1499 0 0
242 1291 0 0
243 1025 0 0
244 852 0 0
245 797 0 0
246 628 0 0
247 2933 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
seuils red : 79 - 247
seuils green : 13 - 210
seuils blue : 54 - 191
